AREA 4_2010,Crime Code,Frequency,Description
AREA 4,510,993,VEHICLE - STOLEN
AREA 4,624,864,BATTERY - SIMPLE ASSAULT
AREA 4,330,507,BURGLARY FROM VEHICLE
AREA 4,354,414,THEFT OF IDENTITY
AREA 4,740,410,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114"
AREA 4,230,407,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
AREA 4,210,363,ROBBERY
AREA 4,440,363,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 4,310,332,BURGLARY
AREA 4,745,328,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
