AREA 3_2014,Crime Code,Frequency,Description
AREA 3,624,1604,BATTERY - SIMPLE ASSAULT
AREA 3,440,1358,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 3,310,866,BURGLARY
AREA 3,510,815,VEHICLE - STOLEN
AREA 3,230,704,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
AREA 3,354,677,THEFT OF IDENTITY
AREA 3,626,661,INTIMATE PARTNER - SIMPLE ASSAULT
AREA 3,210,655,ROBBERY
AREA 3,745,653,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
AREA 3,330,637,BURGLARY FROM VEHICLE
