AREA 2_2012,Crime Code,Frequency,Description
AREA 2,624,865,BATTERY - SIMPLE ASSAULT
AREA 2,626,783,INTIMATE PARTNER - SIMPLE ASSAULT
AREA 2,510,631,VEHICLE - STOLEN
AREA 2,330,600,BURGLARY FROM VEHICLE
AREA 2,210,571,ROBBERY
AREA 2,440,483,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 2,354,466,THEFT OF IDENTITY
AREA 2,230,403,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
AREA 2,310,378,BURGLARY
AREA 2,740,377,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114"
