AREA 2_2014,Crime Code,Frequency,Description
AREA 2,624,948,BATTERY - SIMPLE ASSAULT
AREA 2,626,774,INTIMATE PARTNER - SIMPLE ASSAULT
AREA 2,330,692,BURGLARY FROM VEHICLE
AREA 2,440,579,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 2,510,505,VEHICLE - STOLEN
AREA 2,230,489,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
AREA 2,354,434,THEFT OF IDENTITY
AREA 2,210,422,ROBBERY
AREA 2,310,414,BURGLARY
AREA 2,740,413,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114"
