AREA 12_2011,Crime Code,Frequency,Description
AREA 12,624,1836,BATTERY - SIMPLE ASSAULT
AREA 12,510,1215,VEHICLE - STOLEN
AREA 12,310,1166,BURGLARY
AREA 12,210,1107,ROBBERY
AREA 12,230,1081,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
AREA 12,330,814,BURGLARY FROM VEHICLE
AREA 12,440,808,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 12,354,783,THEFT OF IDENTITY
AREA 12,745,701,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
AREA 12,626,655,INTIMATE PARTNER - SIMPLE ASSAULT
