AREA 3_2011,Crime Code,Frequency,Description
AREA 3,624,1492,BATTERY - SIMPLE ASSAULT
AREA 3,440,1318,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 3,310,1003,BURGLARY
AREA 3,510,964,VEHICLE - STOLEN
AREA 3,210,855,ROBBERY
AREA 3,330,749,BURGLARY FROM VEHICLE
AREA 3,745,722,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
AREA 3,354,672,THEFT OF IDENTITY
AREA 3,230,650,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
AREA 3,626,642,INTIMATE PARTNER - SIMPLE ASSAULT
