AREA 3_2015,Crime Code,Frequency,Description
AREA 3,624,1281,BATTERY - SIMPLE ASSAULT
AREA 3,440,1186,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 3,510,962,VEHICLE - STOLEN
AREA 3,626,954,INTIMATE PARTNER - SIMPLE ASSAULT
AREA 3,310,822,BURGLARY
AREA 3,210,727,ROBBERY
AREA 3,354,727,THEFT OF IDENTITY
AREA 3,230,719,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
AREA 3,330,703,BURGLARY FROM VEHICLE
AREA 3,442,677,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
