AREA 6_2010,Crime Code,Frequency,Description
AREA 6,624,1036,BATTERY - SIMPLE ASSAULT
AREA 6,330,870,BURGLARY FROM VEHICLE
AREA 6,341,726,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036"
AREA 6,440,694,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 6,740,599,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114"
AREA 6,510,555,VEHICLE - STOLEN
AREA 6,354,522,THEFT OF IDENTITY
AREA 6,310,464,BURGLARY
AREA 6,210,448,ROBBERY
AREA 6,626,391,INTIMATE PARTNER - SIMPLE ASSAULT
