AREA 3_2016,Crime Code,Frequency,Description
AREA 3,624,1213,BATTERY - SIMPLE ASSAULT
AREA 3,626,987,INTIMATE PARTNER - SIMPLE ASSAULT
AREA 3,440,983,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 3,510,953,VEHICLE - STOLEN
AREA 3,230,846,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
AREA 3,330,784,BURGLARY FROM VEHICLE
AREA 3,740,764,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114"
AREA 3,310,742,BURGLARY
AREA 3,210,714,ROBBERY
AREA 3,354,614,THEFT OF IDENTITY
