AREA 3_2017,Crime Code,Frequency,Description
AREA 3,624,766,BATTERY - SIMPLE ASSAULT
AREA 3,510,682,VEHICLE - STOLEN
AREA 3,626,641,INTIMATE PARTNER - SIMPLE ASSAULT
AREA 3,230,624,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
AREA 3,440,604,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 3,330,564,BURGLARY FROM VEHICLE
AREA 3,310,510,BURGLARY
AREA 3,210,499,ROBBERY
AREA 3,740,493,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114"
AREA 3,745,411,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
