AREA 1_2011,Crime Code,Frequency,Description
AREA 1,624,1216,BATTERY - SIMPLE ASSAULT
AREA 1,440,869,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 1,330,593,BURGLARY FROM VEHICLE
AREA 1,210,420,ROBBERY
AREA 1,341,390,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036"
AREA 1,745,377,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
AREA 1,230,370,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
AREA 1,510,308,VEHICLE - STOLEN
AREA 1,626,275,INTIMATE PARTNER - SIMPLE ASSAULT
AREA 1,310,245,BURGLARY
