AREA 7_2017,Crime Code,Frequency,Description
AREA 7,310,610,BURGLARY
AREA 7,330,610,BURGLARY FROM VEHICLE
AREA 7,440,445,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 7,624,416,BATTERY - SIMPLE ASSAULT
AREA 7,740,405,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114"
AREA 7,510,365,VEHICLE - STOLEN
AREA 7,354,254,THEFT OF IDENTITY
AREA 7,341,250,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036"
AREA 7,210,242,ROBBERY
AREA 7,745,237,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
