AREA 7_2010,Crime Code,Frequency,Description
AREA 7,330,840,BURGLARY FROM VEHICLE
AREA 7,310,720,BURGLARY
AREA 7,624,712,BATTERY - SIMPLE ASSAULT
AREA 7,354,612,THEFT OF IDENTITY
AREA 7,510,576,VEHICLE - STOLEN
AREA 7,341,417,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036"
AREA 7,745,413,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
AREA 7,210,344,ROBBERY
AREA 7,740,342,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114"
AREA 7,440,303,THEFT PLAIN - PETTY ($950 & UNDER)
