AREA 4_2012,Crime Code,Frequency,Description
AREA 4,510,969,VEHICLE - STOLEN
AREA 4,624,724,BATTERY - SIMPLE ASSAULT
AREA 4,440,582,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 4,354,435,THEFT OF IDENTITY
AREA 4,230,416,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
AREA 4,740,416,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114"
AREA 4,310,399,BURGLARY
AREA 4,330,389,BURGLARY FROM VEHICLE
AREA 4,745,307,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
AREA 4,210,304,ROBBERY
