AREA 12_2010,Crime Code,Frequency,Description
AREA 12,624,1830,BATTERY - SIMPLE ASSAULT
AREA 12,510,1198,VEHICLE - STOLEN
AREA 12,310,1183,BURGLARY
AREA 12,230,1166,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
AREA 12,210,1111,ROBBERY
AREA 12,330,810,BURGLARY FROM VEHICLE
AREA 12,626,700,INTIMATE PARTNER - SIMPLE ASSAULT
AREA 12,354,680,THEFT OF IDENTITY
AREA 12,745,679,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
AREA 12,930,611,CRIMINAL THREATS - NO WEAPON DISPLAYED
