AREA 12_2012,Crime Code,Frequency,Description
AREA 12,624,1873,BATTERY - SIMPLE ASSAULT
AREA 12,310,1154,BURGLARY
AREA 12,510,1096,VEHICLE - STOLEN
AREA 12,230,1042,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
AREA 12,210,993,ROBBERY
AREA 12,330,831,BURGLARY FROM VEHICLE
AREA 12,440,812,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 12,354,778,THEFT OF IDENTITY
AREA 12,745,661,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
AREA 12,626,643,INTIMATE PARTNER - SIMPLE ASSAULT
