AREA 12_2013,Crime Code,Frequency,Description
AREA 12,624,1878,BATTERY - SIMPLE ASSAULT
AREA 12,310,1184,BURGLARY
AREA 12,510,1174,VEHICLE - STOLEN
AREA 12,230,953,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
AREA 12,330,911,BURGLARY FROM VEHICLE
AREA 12,210,865,ROBBERY
AREA 12,354,678,THEFT OF IDENTITY
AREA 12,440,660,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 12,745,614,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
AREA 12,626,609,INTIMATE PARTNER - SIMPLE ASSAULT
