AREA 7_2011,Crime Code,Frequency,Description
AREA 7,330,860,BURGLARY FROM VEHICLE
AREA 7,310,824,BURGLARY
AREA 7,624,754,BATTERY - SIMPLE ASSAULT
AREA 7,354,669,THEFT OF IDENTITY
AREA 7,510,496,VEHICLE - STOLEN
AREA 7,745,447,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
AREA 7,440,429,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 7,442,388,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
AREA 7,210,326,ROBBERY
AREA 7,420,321,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
