AREA 2_2010,Crime Code,Frequency,Description
AREA 2,624,1080,BATTERY - SIMPLE ASSAULT
AREA 2,510,700,VEHICLE - STOLEN
AREA 2,626,681,INTIMATE PARTNER - SIMPLE ASSAULT
AREA 2,330,631,BURGLARY FROM VEHICLE
AREA 2,210,619,ROBBERY
AREA 2,230,456,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
AREA 2,740,402,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114"
AREA 2,354,399,THEFT OF IDENTITY
AREA 2,745,387,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
AREA 2,310,343,BURGLARY
