AREA 3_2012,Crime Code,Frequency,Description
AREA 3,624,1784,BATTERY - SIMPLE ASSAULT
AREA 3,440,1622,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 3,310,962,BURGLARY
AREA 3,510,834,VEHICLE - STOLEN
AREA 3,330,815,BURGLARY FROM VEHICLE
AREA 3,354,706,THEFT OF IDENTITY
AREA 3,210,676,ROBBERY
AREA 3,230,611,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
AREA 3,745,605,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
AREA 3,626,547,INTIMATE PARTNER - SIMPLE ASSAULT
