AREA 6_2011,Crime Code,Frequency,Description
AREA 6,624,1129,BATTERY - SIMPLE ASSAULT
AREA 6,330,958,BURGLARY FROM VEHICLE
AREA 6,440,909,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 6,354,554,THEFT OF IDENTITY
AREA 6,341,539,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036"
AREA 6,510,496,VEHICLE - STOLEN
AREA 6,740,478,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114"
AREA 6,310,473,BURGLARY
AREA 6,745,448,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
AREA 6,210,405,ROBBERY
