AREA 3_2010,Crime Code,Frequency,Description
AREA 3,624,1435,BATTERY - SIMPLE ASSAULT
AREA 3,310,1162,BURGLARY
AREA 3,510,1054,VEHICLE - STOLEN
AREA 3,440,1031,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 3,330,975,BURGLARY FROM VEHICLE
AREA 3,210,847,ROBBERY
AREA 3,230,735,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
AREA 3,354,724,THEFT OF IDENTITY
AREA 3,626,716,INTIMATE PARTNER - SIMPLE ASSAULT
AREA 3,341,666,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036"
