AREA 6_2016,Crime Code,Frequency,Description
AREA 6,624,1073,BATTERY - SIMPLE ASSAULT
AREA 6,330,973,BURGLARY FROM VEHICLE
AREA 6,440,892,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 6,510,638,VEHICLE - STOLEN
AREA 6,740,628,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114"
AREA 6,354,563,THEFT OF IDENTITY
AREA 6,310,527,BURGLARY
AREA 6,341,500,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036"
AREA 6,210,497,ROBBERY
AREA 6,626,451,INTIMATE PARTNER - SIMPLE ASSAULT
