AREA 2_2013,Crime Code,Frequency,Description
AREA 2,624,860,BATTERY - SIMPLE ASSAULT
AREA 2,626,803,INTIMATE PARTNER - SIMPLE ASSAULT
AREA 2,440,537,THEFT PLAIN - PETTY ($950 & UNDER)
AREA 2,210,521,ROBBERY
AREA 2,330,510,BURGLARY FROM VEHICLE
AREA 2,510,500,VEHICLE - STOLEN
AREA 2,354,460,THEFT OF IDENTITY
AREA 2,745,420,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
AREA 2,230,412,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
AREA 2,310,369,BURGLARY
