"","Date Occurred","Area ID","Crime Code"
"1","02/02/2013",7,510
"2","02/20/2013",7,510
"3","02/20/2013",7,510
"4","02/05/2013",7,310
"5","06/23/2013",7,510
"6","04/02/2013",7,510
"7","04/13/2013",7,510
"8","01/07/2013",7,626
"9","01/12/2013",7,626
"10","01/12/2013",7,930
"11","01/16/2013",7,624
"12","01/17/2013",7,946
"13","01/19/2013",7,420
"14","01/26/2013",7,623
"15","01/28/2013",7,310
"16","01/28/2013",7,310
"17","01/29/2013",7,320
"18","02/02/2013",7,237
"19","02/03/2013",7,121
"20","02/04/2013",7,310
"21","02/07/2013",7,624
"22","02/07/2013",7,920
"23","02/07/2013",7,745
"24","02/07/2013",7,230
"25","02/10/2013",7,237
"26","02/17/2013",7,230
"27","02/21/2013",7,745
"28","02/24/2013",7,626
"29","02/26/2013",7,210
"30","02/28/2013",7,440
"31","02/28/2013",7,930
"32","01/23/2013",7,668
"33","03/01/2013",7,946
"34","02/28/2013",7,626
"35","03/03/2013",7,310
"36","03/08/2013",7,649
"37","03/08/2013",7,310
"38","03/03/2013",7,740
"39","03/14/2013",7,624
"40","03/05/2013",7,420
"41","03/15/2013",7,230
"42","03/16/2013",7,624
"43","03/17/2013",7,649
"44","03/17/2013",7,930
"45","03/22/2013",7,624
"46","03/22/2013",7,310
"47","03/23/2013",7,320
"48","03/25/2013",7,668
"49","03/27/2013",7,624
"50","03/30/2013",7,310
"51","03/29/2013",7,442
"52","03/29/2013",7,946
"53","04/01/2013",7,320
"54","04/03/2013",7,210
"55","04/03/2013",7,310
"56","04/05/2013",7,627
"57","04/05/2013",7,310
"58","04/06/2013",7,626
"59","04/07/2013",7,330
"60","04/07/2013",7,210
"61","04/06/2013",7,624
"62","04/13/2013",7,310
"63","04/12/2013",7,310
"64","04/20/2013",7,230
"65","04/19/2013",7,860
"66","04/22/2013",7,236
"67","04/22/2013",7,236
"68","04/29/2013",7,624
"69","05/02/2013",7,946
"70","05/02/2013",7,740
"71","05/04/2013",7,946
"72","05/05/2013",7,624
"73","05/05/2013",7,626
"74","05/05/2013",7,310
"75","05/05/2013",7,930
