"","Date Occurred","Area ID","Crime Code"
"1","01/08/2013",1,110
"2","01/02/2013",1,624
"3","01/02/2013",1,626
"4","01/02/2013",1,624
"5","01/04/2013",1,670
"6","01/05/2013",1,626
"7","01/05/2013",1,649
"8","01/05/2013",1,626
"9","01/05/2013",1,624
"10","01/06/2013",1,624
"11","01/09/2013",1,626
"12","01/11/2013",1,480
"13","01/12/2013",1,210
"14","01/12/2013",1,626
"15","01/10/2013",1,821
"16","01/13/2013",1,626
"17","01/13/2013",1,626
"18","01/13/2013",1,220
"19","01/16/2013",1,626
"20","01/16/2013",1,745
"21","01/16/2013",1,437
"22","01/18/2013",1,888
"23","01/17/2013",1,341
"24","01/20/2013",1,210
"25","01/18/2013",1,660
"26","01/20/2013",1,624
"27","01/21/2013",1,230
"28","01/21/2013",1,647
"29","01/21/2013",1,230
"30","01/22/2013",1,951
"31","01/26/2013",1,930
"32","01/25/2013",1,210
"33","01/27/2013",1,210
"34","01/28/2013",1,210
"35","01/31/2013",1,740
"36","02/02/2013",1,330
"37","02/04/2013",1,230
"38","02/05/2013",1,626
"39","02/08/2013",1,230
"40","02/09/2013",1,624
"41","01/27/2013",1,624
"42","02/10/2013",1,210
"43","02/13/2013",1,341
"44","02/15/2013",1,210
"45","02/14/2013",1,624
"46","02/15/2013",1,440
"47","02/14/2013",1,860
"48","02/16/2013",1,626
"49","02/16/2013",1,220
"50","02/16/2013",1,230
"51","02/16/2013",1,740
"52","02/17/2013",1,626
"53","02/16/2013",1,624
"54","02/18/2013",1,624
"55","02/19/2013",1,626
"56","02/19/2013",1,440
"57","02/19/2013",1,230
"58","02/19/2013",1,951
"59","02/23/2013",1,946
"60","02/24/2013",1,230
"61","02/23/2013",1,946
"62","02/23/2013",1,230
"63","02/24/2013",1,624
"64","02/24/2013",1,624
"65","02/27/2013",1,210
"66","03/02/2013",1,946
"67","03/03/2013",1,888
"68","03/03/2013",1,624
"69","03/03/2013",1,624
"70","03/04/2013",1,745
"71","03/04/2013",1,624
"72","03/06/2013",1,624
"73","03/06/2013",1,310
"74","03/07/2013",1,626
"75","03/07/2013",1,343
"76","03/08/2013",1,310
"77","03/09/2013",1,627
"78","03/09/2013",1,888
"79","03/10/2013",1,237
"80","03/11/2013",1,745
"81","03/12/2013",1,624
"82","03/13/2013",1,930
"83","03/15/2013",1,230
"84","03/16/2013",1,440
"85","03/16/2013",1,624
"86","03/15/2013",1,624
"87","03/17/2013",1,230
"88","03/17/2013",1,442
"89","03/17/2013",1,210
"90","03/17/2013",1,330
"91","03/19/2013",1,740
"92","03/21/2013",1,624
"93","03/09/2013",1,888
"94","03/23/2013",1,624
"95","03/26/2013",1,442
"96","03/27/2013",1,946
"97","03/28/2013",1,888
"98","03/29/2013",1,626
"99","03/29/2013",1,310
"100","03/29/2013",1,745
"101","03/30/2013",1,946
"102","03/30/2013",1,624
"103","04/03/2013",1,350
"104","04/08/2013",1,626
"105","04/08/2013",1,210
"106","04/15/2013",1,310
"107","04/11/2013",1,310
"108","04/17/2013",1,626
"109","04/17/2013",1,440
"110","04/18/2013",1,624
"111","04/20/2013",1,624
"112","04/20/2013",1,626
"113","04/20/2013",1,755
"114","04/21/2013",1,626
"115","04/21/2013",1,624
"116","04/23/2013",1,442
"117","04/27/2013",1,940
"118","04/27/2013",1,210
"119","04/28/2013",1,888
"120","05/04/2013",1,341
"121","05/05/2013",1,624
"122","05/08/2013",1,210
"123","05/11/2013",1,745
"124","05/10/2013",1,310
"125","05/11/2013",1,745
"126","05/13/2013",1,230
"127","05/19/2013",1,626
"128","05/22/2013",1,230
"129","05/23/2013",1,624
"130","05/23/2013",1,745
"131","05/23/2013",1,210
"132","05/24/2013",1,330
"133","05/25/2013",1,330
"134","05/26/2013",1,330
"135","05/27/2013",1,330
"136","05/27/2013",1,624
"137","05/27/2013",1,740
"138","06/01/2013",1,121
"139","06/01/2013",1,740
"140","05/22/2013",1,440
"141","06/04/2013",1,210
"142","06/05/2013",1,330
"143","06/05/2013",1,230
"144","06/05/2013",1,230
"145","06/05/2013",1,230
"146","02/11/2013",1,946
"147","06/08/2013",1,626
"148","06/08/2013",1,624
"149","06/08/2013",1,745
"150","06/08/2013",1,626
"151","06/10/2013",1,210
"152","06/12/2013",1,626
"153","06/12/2013",1,441
"154","06/12/2013",1,624
"155","06/14/2013",1,440
"156","06/15/2013",1,440
"157","06/18/2013",1,946
"158","06/17/2013",1,930
"159","06/23/2013",1,442
"160","06/28/2013",1,624
"161","06/28/2013",1,624
"162","06/28/2013",1,331
"163","06/29/2013",1,624
"164","06/29/2013",1,624
"165","06/30/2013",1,210
"166","06/30/2013",1,210
"167","06/30/2013",1,649
"168","07/03/2013",1,626
"169","07/05/2013",1,330
"170","07/08/2013",1,624
"171","06/28/2013",1,649
"172","07/09/2013",1,649
"173","07/09/2013",1,888
"174","07/09/2013",1,440
"175","07/21/2013",1,230
"176","07/25/2013",1,341
"177","07/26/2013",1,236
"178","07/26/2013",1,745
"179","07/26/2013",1,626
"180","07/27/2013",1,310
"181","07/28/2013",1,341
"182","07/28/2013",1,888
"183","07/28/2013",1,624
"184","07/30/2013",1,740
"185","07/30/2013",1,230
"186","08/03/2013",1,230
"187","08/03/2013",1,626
"188","08/03/2013",1,745
"189","08/03/2013",1,946
"190","08/03/2013",1,230
"191","08/10/2013",1,210
"192","08/13/2013",1,626
"193","08/17/2013",1,624
"194","08/18/2013",1,624
"195","08/18/2013",1,624
"196","08/18/2013",1,624
"197","08/18/2013",1,647
"198","08/20/2013",1,437
"199","08/24/2013",1,110
"200","08/31/2013",1,251
"201","08/31/2013",1,437
"202","08/31/2013",1,624
"203","09/01/2013",1,740
"204","09/01/2013",1,626
"205","09/02/2013",1,624
"206","09/03/2013",1,745
"207","09/03/2013",1,946
"208","09/01/2013",1,951
"209","09/07/2013",1,330
"210","09/07/2013",1,230
"211","09/07/2013",1,210
"212","09/07/2013",1,341
"213","09/07/2013",1,310
"214","09/08/2013",1,946
"215","09/08/2013",1,813
"216","09/09/2013",1,440
"217","09/09/2013",1,330
"218","09/09/2013",1,623
"219","09/11/2013",1,220
"220","09/13/2013",1,745
"221","09/13/2013",1,740
"222","09/14/2013",1,437
"223","09/10/2013",1,626
"224","09/15/2013",1,626
"225","09/18/2013",1,624
"226","09/20/2013",1,626
"227","09/24/2013",1,624
"228","09/26/2013",1,761
"229","09/26/2013",1,761
"230","09/18/2013",1,121
"231","09/29/2013",1,745
"232","09/28/2013",1,740
"233","10/04/2013",1,330
"234","09/29/2013",1,230
"235","09/29/2013",1,230
"236","09/29/2013",1,230
"237","09/29/2013",1,745
"238","09/30/2013",1,442
"239","09/30/2013",1,236
"240","10/03/2013",1,740
"241","10/06/2013",1,740
"242","10/06/2013",1,236
"243","10/09/2013",1,440
"244","10/09/2013",1,442
"245","10/13/2013",1,230
"246","10/13/2013",1,815
"247","10/13/2013",1,230
"248","10/13/2013",1,624
"249","10/13/2013",1,624
"250","10/14/2013",1,230
"251","10/15/2013",1,745
"252","10/15/2013",1,740
"253","10/15/2013",1,230
"254","10/18/2013",1,745
"255","10/19/2013",1,330
"256","10/19/2013",1,440
"257","10/20/2013",1,815
"258","10/20/2013",1,341
"259","10/18/2013",1,626
"260","10/21/2013",1,624
"261","10/22/2013",1,626
"262","10/22/2013",1,626
"263","10/25/2013",1,230
"264","10/26/2013",1,626
"265","10/27/2013",1,624
"266","10/27/2013",1,624
"267","10/27/2013",1,624
"268","10/20/2013",1,341
"269","11/01/2013",1,310
"270","11/02/2013",1,330
"271","11/02/2013",1,330
"272","11/02/2013",1,230
"273","11/03/2013",1,624
"274","11/03/2013",1,626
"275","11/03/2013",1,626
"276","11/03/2013",1,210
"277","11/07/2013",1,230
"278","11/10/2013",1,310
"279","11/10/2013",1,740
"280","11/09/2013",1,740
"281","11/10/2013",1,237
"282","11/11/2013",1,745
"283","11/20/2013",1,740
"284","11/22/2013",1,624
"285","11/22/2013",1,310
"286","11/24/2013",1,624
"287","11/24/2013",1,930
"288","11/24/2013",1,624
"289","11/24/2013",1,210
"290","11/24/2013",1,121
"291","11/26/2013",1,888
"292","11/26/2013",1,410
"293","11/26/2013",1,442
"294","11/29/2013",1,888
"295","11/29/2013",1,626
"296","11/30/2013",1,434
"297","11/30/2013",1,230
"298","11/30/2013",1,626
"299","11/30/2013",1,624
"300","11/29/2013",1,745
"301","11/27/2013",1,341
"302","12/02/2013",1,230
"303","12/02/2013",1,662
"304","12/02/2013",1,440
"305","12/03/2013",1,350
"306","12/09/2013",1,440
"307","12/10/2013",1,330
"308","12/12/2013",1,220
"309","12/12/2013",1,480
"310","12/13/2013",1,442
"311","12/14/2013",1,330
"312","12/13/2013",1,745
"313","12/14/2013",1,230
"314","12/14/2013",1,660
"315","12/15/2013",1,230
"316","12/17/2013",1,624
"317","12/18/2013",1,624
"318","12/18/2013",1,236
"319","12/21/2013",1,745
"320","12/21/2013",1,626
"321","12/21/2013",1,626
"322","12/22/2013",1,442
"323","12/22/2013",1,230
"324","12/23/2013",1,624
"325","12/23/2013",1,626
"326","12/25/2013",1,330
"327","12/24/2013",1,330
"328","12/25/2013",1,624
"329","12/25/2013",1,330
"330","12/27/2013",1,740
"331","12/27/2013",1,330
"332","12/29/2013",1,626
"333","12/30/2013",1,442
"334","12/30/2013",1,900
"335","12/31/2013",1,745
"336","12/31/2013",1,624
"337","01/01/2013",1,624
"338","01/01/2013",1,626
"339","01/01/2013",1,624
"340","01/01/2013",1,510
"341","01/01/2013",1,888
