"","Date Occurred","Area ID","Crime Code"
"1","10/24/2013",8,956
"2","07/02/2010",8,510
"3","06/26/2010",8,510
"4","05/17/2013",8,510
"5","06/27/2013",8,510
"6","05/21/2010",8,510
"7","01/04/2013",8,310
"8","01/03/2013",8,437
"9","01/04/2013",8,210
"10","01/04/2013",8,753
"11","01/04/2013",8,310
"12","01/05/2013",8,946
"13","01/07/2013",8,900
"14","01/07/2013",8,626
"15","01/07/2013",8,624
"16","01/07/2013",8,624
"17","01/09/2013",8,230
"18","01/11/2013",8,886
"19","01/11/2013",8,310
"20","01/11/2013",8,343
"21","01/11/2013",8,310
"22","01/12/2013",8,310
"23","01/13/2013",8,310
"24","01/14/2013",8,310
"25","01/15/2013",8,310
"26","01/15/2013",8,331
"27","01/18/2013",8,230
"28","01/18/2013",8,442
"29","01/18/2013",8,330
"30","01/19/2013",8,320
"31","01/18/2013",8,442
"32","01/19/2013",8,745
"33","01/20/2013",8,624
"34","01/20/2013",8,230
"35","01/19/2013",8,624
"36","01/18/2013",8,310
"37","01/18/2013",8,740
"38","01/21/2013",8,310
"39","01/22/2013",8,626
"40","01/22/2013",8,626
"41","01/22/2013",8,310
"42","01/16/2013",8,888
"43","01/23/2013",8,624
"44","01/23/2013",8,740
"45","01/23/2013",8,442
"46","01/24/2013",8,310
"47","01/16/2013",8,310
"48","01/24/2013",8,310
"49","01/25/2013",8,310
"50","01/02/2013",8,341
"51","01/26/2013",8,626
"52","01/24/2013",8,310
"53","01/24/2013",8,310
"54","01/26/2013",8,330
"55","01/27/2013",8,624
"56","01/28/2013",8,320
"57","01/28/2013",8,310
"58","01/15/2013",8,860
"59","01/28/2013",8,740
"60","01/30/2013",8,310
"61","01/30/2013",8,310
"62","01/30/2013",8,310
"63","01/30/2013",8,210
"64","01/31/2013",8,740
"65","01/27/2013",8,310
"66","02/02/2013",8,745
"67","02/02/2013",8,442
"68","02/02/2013",8,624
"69","02/04/2013",8,310
"70","02/04/2013",8,121
"71","02/02/2013",8,440
"72","02/05/2013",8,860
"73","02/06/2013",8,946
"74","02/08/2013",8,331
"75","02/04/2013",8,624
"76","02/07/2013",8,210
"77","02/06/2013",8,343
"78","02/06/2013",8,341
"79","02/08/2013",8,624
"80","01/22/2013",8,354
"81","02/03/2013",8,310
"82","02/10/2013",8,745
"83","02/10/2013",8,740
"84","02/10/2013",8,310
"85","02/11/2013",8,310
"86","02/13/2013",8,310
"87","02/14/2013",8,442
"88","02/14/2013",8,624
"89","02/14/2013",8,442
"90","02/14/2013",8,626
"91","02/15/2013",8,310
"92","02/16/2013",8,624
"93","02/16/2013",8,310
"94","02/16/2013",8,624
"95","02/16/2013",8,626
"96","02/16/2013",8,330
